strategy_family,tf,smooth_period,d1_period,d2_period,d1_threshold,d2_threshold,sl_atr_mult,rr,vol_lookback,vol_threshold,train_gate_coverage_pct,train_base_trades,train_base_win_rate,train_base_profit_factor,train_base_max_drawdown_pct,train_base_pnl_pct,train_gated_trades,train_gated_win_rate,train_gated_profit_factor,train_gated_max_drawdown_pct,train_gated_pnl_pct,train_delta_profit_factor,train_delta_drawdown_pct,train_delta_pnl_pct,train_trade_reduction_pct,oos_gate_coverage_pct,oos_base_trades,oos_base_win_rate,oos_base_profit_factor,oos_base_max_drawdown_pct,oos_base_pnl_pct,oos_gated_trades,oos_gated_win_rate,oos_gated_profit_factor,oos_gated_max_drawdown_pct,oos_gated_pnl_pct,oos_delta_profit_factor,oos_delta_drawdown_pct,oos_delta_pnl_pct,oos_trade_reduction_pct,rsi_period,ob_level,os_level,entry_mode
derivative_high_vol,M15,20.0,8.0,4.0,0.1,0.0,1.5,3.0,50,0.7,40.26,1067,26.24,0.9955,56.4,-18.18,451,27.27,1.0729,27.14,19.42,0.0774,-29.26,37.6,57.73,40.18,5198,24.3,0.8946,99.59,-99.42,2216,24.32,0.913,85.71,-84.2,0.0184,-13.88,15.22,57.37,,,,
rsi_low_vol,M5,,,,,,1.5,2.0,200,0.2,29.49,221,30.77,0.7819,43.55,-31.82,21,28.57,0.6431,10.1,-6.18,-0.1388,-33.45,25.64,90.5,27.25,1230,33.5,0.8822,71.76,-69.03,106,36.79,0.9005,20.91,-8.58,0.0183,-50.85,60.45,91.38,14.0,80.0,20.0,cross
rsi_low_vol,M5,,,,,,1.5,4.0,50,0.3,42.97,1021,21.16,0.9682,68.54,-38.66,184,25.0,1.1777,23.68,25.91,0.2095,-44.86,64.57,81.98,42.75,5326,20.43,0.9175,99.83,-99.27,1123,21.55,0.9357,80.98,-58.42,0.0182,-18.85,40.85,78.91,14.0,80.0,30.0,touch
derivative_high_vol,M1,20.0,8.0,4.0,0.05,0.0,1.0,3.0,50,0.8,24.11,16826,25.1,0.6053,100.0,-100.0,3778,25.6,0.6699,100.0,-100.0,0.0646,0.0,0.0,77.55,24.03,81406,25.24,0.5812,100.0,-100.0,19625,24.5,0.5991,100.0,-100.0,0.0179,0.0,0.0,75.89,,,,
derivative_high_vol,M1,20.0,4.0,2.0,0.05,0.0,1.0,3.0,50,0.7,31.24,25203,25.58,0.622,100.0,-100.0,7531,24.86,0.6387,100.0,-100.0,0.0167,0.0,0.0,70.12,30.96,121654,25.32,0.5844,100.0,-100.0,37816,24.7,0.602,100.0,-100.0,0.0176,0.0,0.0,68.92,,,,
derivative_high_vol,M15,20.0,8.0,2.0,0.05,0.0,1.5,4.0,100,0.8,19.25,1128,21.99,1.0663,34.54,45.49,197,18.78,0.9249,28.47,-14.71,-0.1414,-6.07,-60.2,82.54,18.66,5581,18.96,0.8842,99.92,-99.86,1018,17.98,0.9015,73.16,-63.93,0.0173,-26.76,35.93,81.76,,,,
derivative_high_vol,M15,20.0,8.0,2.0,0.1,0.0,1.5,3.0,50,0.7,40.26,1117,26.32,0.9991,52.04,-16.38,466,27.25,1.0709,29.99,19.33,0.0718,-22.05,35.71,58.28,40.18,5490,24.08,0.8839,99.82,-99.73,2345,24.09,0.9012,89.69,-88.62,0.0173,-10.13,11.11,57.29,,,,
derivative_high_vol,M15,20.0,8.0,2.0,0.1,0.0,1.5,3.0,50,0.8,34.16,1117,26.32,0.9991,52.04,-16.38,394,28.68,1.1525,26.37,46.34,0.1534,-25.67,62.72,64.73,32.99,5490,24.08,0.8839,99.82,-99.73,1926,24.04,0.9011,86.7,-83.23,0.0172,-13.12,16.5,64.92,,,,
derivative_high_vol,M15,20.0,4.0,4.0,0.05,0.0,1.0,4.0,200,0.7,29.52,1426,21.67,0.9987,64.42,-26.9,371,22.91,1.1131,23.65,29.72,0.1144,-40.77,56.62,73.98,29.35,7132,19.48,0.869,100.0,-99.99,1969,19.1,0.8861,91.21,-89.88,0.0171,-8.79,10.11,72.39,,,,
derivative_high_vol,M1,20.0,8.0,2.0,0.05,0.0,1.0,3.0,50,0.8,24.11,17722,25.12,0.6064,100.0,-100.0,3972,25.5,0.6664,100.0,-100.0,0.06,0.0,0.0,77.59,24.03,85717,25.24,0.5814,100.0,-100.0,20709,24.47,0.5984,100.0,-100.0,0.017,0.0,0.0,75.84,,,,
derivative_high_vol,M15,20.0,8.0,4.0,0.05,0.0,1.5,3.0,200,0.7,29.52,1083,26.59,1.0122,40.59,-6.26,284,26.76,1.0593,16.6,8.67,0.0471,-23.99,14.93,73.78,29.35,5262,24.65,0.911,99.19,-98.9,1506,24.3,0.9279,73.29,-65.59,0.0169,-25.9,33.31,71.38,,,,
derivative_high_vol,M1,20.0,4.0,2.0,0.05,0.0,1.0,3.0,50,0.8,24.11,25203,25.58,0.622,100.0,-100.0,5817,24.53,0.6311,100.0,-100.0,0.0091,0.0,0.0,76.92,24.03,121654,25.32,0.5844,100.0,-100.0,29546,24.54,0.6012,100.0,-100.0,0.0168,0.0,0.0,75.71,,,,
rsi_low_vol,M15,,,,,,1.5,3.0,100,0.3,30.26,362,27.35,1.0743,30.26,15.79,52,28.85,1.0998,8.98,3.17,0.0255,-21.28,-12.62,85.64,30.47,1901,25.67,0.9752,77.09,-48.05,309,26.86,0.9919,28.05,-6.56,0.0167,-49.04,41.49,83.75,14.0,80.0,30.0,touch
derivative_high_vol,M15,20.0,8.0,4.0,0.05,0.0,1.5,2.0,50,0.8,34.16,1083,34.9,0.9856,43.13,-19.53,376,38.3,1.1661,13.61,43.59,0.1805,-29.52,63.12,65.28,32.99,5262,33.07,0.905,98.63,-98.29,1853,32.97,0.9215,74.76,-69.95,0.0165,-23.87,28.34,64.79,,,,
derivative_high_vol,M15,20.0,4.0,2.0,0.05,0.0,1.5,3.0,200,0.7,29.52,1590,26.86,1.0248,43.67,5.93,418,29.43,1.2015,26.03,72.39,0.1767,-17.64,66.46,73.71,29.35,7910,24.54,0.9054,99.96,-99.92,2186,24.2,0.9217,84.7,-80.94,0.0163,-15.26,18.98,72.36,,,,
rsi_low_vol,M1,,,,,,1.5,2.0,50,0.2,33.05,4028,34.46,0.7378,99.99,-99.99,225,38.67,0.757,49.27,-38.48,0.0192,-50.72,61.51,94.41,34.33,19615,35.39,0.7436,100.0,-100.0,1998,38.84,0.7598,98.72,-98.57,0.0162,-1.28,1.43,89.81,21.0,70.0,30.0,cross
derivative_high_vol,M15,20.0,8.0,2.0,0.05,0.0,1.5,2.0,100,0.7,29.07,1128,35.2,0.9986,42.14,-11.84,302,39.74,1.2488,8.49,54.73,0.2502,-33.65,66.57,73.23,28.95,5581,32.86,0.8967,99.26,-99.05,1584,32.58,0.9128,74.48,-67.45,0.0161,-24.78,31.6,71.62,,,,
derivative_high_vol,M15,20.0,4.0,2.0,0.1,0.0,1.0,3.0,200,0.7,29.52,1596,25.88,0.9383,82.82,-64.46,418,28.71,1.1249,24.18,38.35,0.1866,-58.64,102.81,73.81,29.35,7805,24.24,0.8541,100.0,-100.0,2164,23.84,0.8702,92.63,-92.4,0.0161,-7.37,7.6,72.27,,,,
rsi_low_vol,M5,,,,,,1.5,2.0,50,0.2,36.77,1114,33.21,0.8657,79.52,-70.03,156,32.69,0.8076,32.49,-21.49,-0.0581,-47.03,48.54,86.0,36.46,5564,33.64,0.8714,99.71,-99.7,890,35.28,0.8874,66.74,-56.55,0.016,-32.97,43.15,84.0,14.0,70.0,20.0,cross
derivative_high_vol,M15,20.0,4.0,2.0,0.1,0.0,1.5,2.0,50,0.8,34.16,1596,34.84,0.9835,62.49,-29.08,553,37.25,1.1153,20.99,43.22,0.1318,-41.5,72.3,65.35,32.99,7805,32.76,0.8917,99.92,-99.89,2733,32.67,0.9074,87.71,-87.13,0.0157,-12.21,12.76,64.98,,,,
rsi_low_vol,M1,,,,,,1.5,3.0,100,0.3,40.4,2234,25.11,0.7851,99.22,-99.08,275,29.45,0.8265,53.56,-39.05,0.0414,-45.66,60.03,87.69,41.84,10544,26.12,0.7882,100.0,-100.0,1892,29.44,0.8036,98.21,-97.99,0.0154,-1.79,2.01,82.06,21.0,70.0,20.0,cross
derivative_high_vol,M1,20.0,4.0,4.0,0.05,0.0,1.5,2.0,50,0.7,31.24,22738,32.93,0.6602,100.0,-100.0,6796,32.49,0.6854,100.0,-100.0,0.0252,0.0,0.0,70.11,30.96,110141,32.98,0.6353,100.0,-100.0,34246,32.32,0.6506,100.0,-100.0,0.0153,0.0,0.0,68.91,,,,
derivative_high_vol,M1,20.0,8.0,2.0,0.1,0.0,1.0,3.0,50,0.8,24.11,17677,25.11,0.6054,100.0,-100.0,3999,25.96,0.6819,100.0,-100.0,0.0765,0.0,0.0,77.38,24.03,85523,25.17,0.5789,100.0,-100.0,20693,24.33,0.5942,100.0,-100.0,0.0153,0.0,0.0,75.8,,,,
derivative_high_vol,M15,20.0,8.0,4.0,0.1,0.0,1.5,3.0,50,0.8,34.16,1067,26.24,0.9955,56.4,-18.18,379,28.5,1.1433,25.58,40.69,0.1478,-30.82,58.87,64.48,32.99,5198,24.3,0.8946,99.59,-99.42,1826,24.21,0.9098,82.87,-79.09,0.0152,-16.72,20.33,64.87,,,,
derivative_high_vol,M1,20.0,8.0,4.0,0.1,0.0,1.0,3.0,50,0.8,24.11,16828,25.13,0.6062,100.0,-100.0,3791,25.88,0.6789,100.0,-100.0,0.0727,0.0,0.0,77.47,24.03,81329,25.14,0.5782,100.0,-100.0,19631,24.31,0.5934,100.0,-100.0,0.0152,0.0,0.0,75.86,,,,
derivative_high_vol,M15,20.0,4.0,2.0,0.05,0.0,1.5,4.0,50,0.8,34.16,1590,22.33,1.0859,41.25,117.09,558,22.94,1.157,27.97,77.45,0.0711,-13.28,-39.64,64.91,32.99,7910,19.06,0.8907,99.99,-99.99,2752,18.82,0.9056,95.18,-93.29,0.0149,-4.81,6.7,65.21,,,,
derivative_high_vol,M15,20.0,4.0,2.0,0.05,0.0,1.0,2.0,50,0.7,40.26,1590,34.84,0.9441,63.71,-54.64,652,36.81,1.0598,18.77,21.42,0.1157,-44.94,76.06,58.99,40.18,7910,32.76,0.8532,99.99,-99.99,3319,32.48,0.8681,97.5,-96.95,0.0149,-2.49,3.04,58.04,,,,
derivative_high_vol,M15,20.0,4.0,2.0,0.05,0.0,1.5,2.0,100,0.7,29.07,1590,34.59,0.9728,58.9,-36.88,430,37.67,1.1463,19.45,43.45,0.1735,-39.45,80.33,72.96,28.95,7910,32.62,0.8857,99.95,-99.93,2182,32.31,0.9005,87.14,-82.48,0.0148,-12.81,17.45,72.41,,,,
derivative_high_vol,M1,20.0,4.0,2.0,0.05,0.0,1.5,2.0,50,0.7,31.24,25203,33.12,0.6661,100.0,-100.0,7531,32.49,0.6855,100.0,-100.0,0.0194,0.0,0.0,70.12,30.96,121654,33.01,0.6361,100.0,-100.0,37816,32.32,0.6509,100.0,-100.0,0.0148,0.0,0.0,68.92,,,,
derivative_high_vol,M15,20.0,4.0,4.0,0.05,0.0,1.0,3.0,200,0.7,29.52,1426,26.02,0.9454,69.73,-56.97,371,28.03,1.0891,27.11,21.1,0.1437,-42.62,78.07,73.98,29.35,7132,24.1,0.8475,100.0,-100.0,1969,23.67,0.8622,92.37,-91.58,0.0147,-7.63,8.42,72.39,,,,
derivative_high_vol,M15,20.0,4.0,4.0,0.1,0.0,1.5,3.0,50,0.8,34.16,1432,26.68,1.0132,41.86,-7.26,493,29.41,1.1824,24.92,78.67,0.1692,-16.94,85.93,65.57,32.99,7065,24.85,0.9213,99.75,-99.58,2476,24.8,0.9358,82.53,-80.03,0.0145,-17.22,19.55,64.95,,,,
derivative_high_vol,M15,20.0,8.0,2.0,0.1,0.0,1.5,4.0,50,0.7,40.26,1117,21.31,1.0326,47.47,7.2,466,21.03,1.0561,39.66,12.31,0.0235,-7.81,5.11,58.28,40.18,5490,18.83,0.8754,99.95,-99.9,2345,18.72,0.8898,94.14,-92.72,0.0144,-5.81,7.18,57.29,,,,
rsi_low_vol,M1,,,,,,1.5,2.0,50,0.2,33.05,1397,35.0,0.7532,94.98,-94.64,48,50.0,1.1757,8.9,5.37,0.4225,-86.08,100.01,96.56,34.33,6604,35.39,0.7441,100.0,-100.0,390,40.51,0.7585,63.0,-56.85,0.0144,-37.0,43.15,94.09,14.0,80.0,20.0,cross
derivative_high_vol,M15,20.0,4.0,4.0,0.05,0.0,1.5,3.0,50,0.8,34.16,1426,26.93,1.0269,40.01,7.69,494,30.36,1.2373,17.53,115.45,0.2104,-22.48,107.76,65.36,32.99,7132,24.58,0.9069,99.88,-99.83,2467,24.52,0.9212,87.83,-84.93,0.0143,-12.05,14.9,65.41,,,,
derivative_high_vol,M15,20.0,8.0,4.0,0.05,0.0,1.5,2.0,50,0.7,40.26,1083,34.9,0.9856,43.13,-19.53,446,37.22,1.1127,18.39,32.63,0.1271,-24.74,52.16,58.82,40.18,5262,33.07,0.905,98.63,-98.29,2251,32.96,0.9193,80.5,-77.61,0.0143,-18.13,20.68,57.22,,,,
derivative_high_vol,M15,20.0,4.0,2.0,0.1,0.0,1.5,3.0,200,0.7,29.52,1596,26.75,1.0177,48.71,-2.83,418,28.71,1.1517,34.37,49.26,0.134,-14.34,52.09,73.81,29.35,7805,24.69,0.9137,99.92,-99.85,2164,24.26,0.9276,80.85,-78.54,0.0139,-19.07,21.31,72.27,,,,
derivative_high_vol,M15,20.0,8.0,4.0,0.1,0.0,1.5,2.0,50,0.7,40.26,1067,34.68,0.9773,47.3,-24.06,451,36.81,1.0937,21.21,26.04,0.1164,-26.09,50.1,57.73,40.18,5198,33.01,0.9028,98.83,-98.35,2216,32.9,0.9167,81.39,-77.99,0.0139,-17.44,20.36,57.37,,,,
derivative_high_vol,M15,20.0,4.0,4.0,0.1,0.0,1.0,2.0,50,0.8,34.16,1432,34.5,0.9293,69.25,-57.93,493,38.34,1.1321,15.33,45.51,0.2028,-53.92,103.44,65.57,32.99,7065,32.82,0.8559,99.98,-99.97,2476,32.47,0.8698,93.53,-92.36,0.0139,-6.45,7.61,64.95,,,,
derivative_high_vol,M15,20.0,4.0,4.0,0.1,0.0,1.5,4.0,200,0.8,19.54,1432,21.93,1.0649,39.29,58.43,254,20.87,1.0949,31.95,14.89,0.03,-7.34,-43.54,82.26,19.39,7065,19.28,0.9022,99.97,-99.93,1295,18.22,0.916,76.48,-67.95,0.0138,-23.49,31.98,81.67,,,,
derivative_high_vol,M15,20.0,8.0,2.0,0.1,0.0,1.5,4.0,100,0.7,29.07,1117,21.31,1.0326,47.47,7.2,311,19.94,1.0295,39.18,1.21,-0.0031,-8.29,-5.99,72.16,28.95,5490,18.83,0.8754,99.95,-99.9,1572,18.26,0.8892,87.35,-82.56,0.0138,-12.6,17.34,71.37,,,,
derivative_high_vol,M15,20.0,8.0,4.0,0.1,0.0,1.5,4.0,100,0.7,29.07,1067,21.18,1.0262,55.46,1.12,300,19.33,0.9952,40.9,-6.76,-0.031,-14.56,-7.88,71.88,28.95,5198,19.03,0.8868,99.89,-99.75,1483,18.41,0.9003,84.87,-77.88,0.0135,-15.02,21.87,71.47,,,,
rsi_low_vol,M5,,,,,,1.5,4.0,100,0.3,38.66,1021,21.16,0.9682,68.54,-38.66,189,25.4,1.1446,32.74,21.0,0.1764,-35.8,59.66,81.49,35.03,5326,20.43,0.9175,99.83,-99.27,1061,21.87,0.9309,75.4,-58.74,0.0134,-24.43,40.53,80.08,14.0,80.0,30.0,touch
derivative_high_vol,M15,20.0,4.0,4.0,0.05,0.0,1.0,3.0,100,0.8,19.25,1426,26.02,0.9454,69.73,-56.97,266,27.82,1.0804,17.38,12.75,0.135,-52.35,69.72,81.35,18.66,7132,24.1,0.8475,100.0,-100.0,1260,23.57,0.8609,81.79,-79.69,0.0134,-18.21,20.31,82.33,,,,
rsi_low_vol,M1,,,,,,1.5,3.0,100,0.2,32.52,5822,25.44,0.7715,100.0,-100.0,970,27.53,0.7442,94.48,-92.58,-0.0273,-5.52,7.42,83.34,34.08,28035,26.06,0.7602,100.0,-100.0,5718,28.89,0.7735,100.0,-100.0,0.0133,0.0,0.0,79.6,14.0,70.0,20.0,cross
derivative_high_vol,M1,20.0,4.0,4.0,0.05,0.0,1.5,4.0,50,0.7,31.24,22738,18.64,0.7219,100.0,-100.0,6796,18.2,0.7349,100.0,-100.0,0.013,0.0,0.0,70.11,30.96,110141,18.47,0.6914,100.0,-100.0,34246,18.02,0.7047,100.0,-100.0,0.0133,0.0,0.0,68.91,,,,
rsi_low_vol,M5,,,,,,1.5,3.0,50,0.3,42.97,1113,24.98,0.8792,85.12,-71.97,246,23.98,0.8016,39.92,-36.5,-0.0776,-45.2,35.47,77.9,42.75,5564,27.07,0.9726,96.99,-87.71,1274,28.26,0.9858,73.94,-29.75,0.0132,-23.05,57.96,77.1,14.0,70.0,20.0,touch
derivative_high_vol,M1,20.0,8.0,2.0,0.05,0.0,1.0,3.0,50,0.7,31.24,17722,25.12,0.6064,100.0,-100.0,5196,25.35,0.6545,100.0,-100.0,0.0481,0.0,0.0,70.68,30.96,85717,25.24,0.5814,100.0,-100.0,26457,24.48,0.5946,100.0,-100.0,0.0132,0.0,0.0,69.13,,,,
derivative_high_vol,M15,20.0,4.0,4.0,0.1,0.0,1.5,4.0,50,0.7,40.26,1432,21.93,1.0649,39.29,58.43,579,22.97,1.1761,31.83,97.08,0.1112,-7.46,38.65,59.57,40.18,7065,19.28,0.9022,99.97,-99.93,2997,19.02,0.9153,94.34,-93.26,0.0131,-5.63,6.67,57.58,,,,
rsi_low_vol,M5,,,,,,1.5,4.0,200,0.3,40.13,221,17.19,0.747,57.67,-41.76,38,18.42,0.77,17.1,-8.4,0.023,-40.57,33.36,82.81,38.31,1230,18.62,0.858,84.45,-82.82,211,20.85,0.8711,37.26,-25.42,0.0131,-47.19,57.4,82.85,14.0,80.0,20.0,cross
derivative_high_vol,M15,20.0,4.0,2.0,0.05,0.0,1.5,3.0,50,0.7,40.26,1590,26.86,1.0248,43.67,5.93,652,28.83,1.1544,29.95,89.5,0.1296,-13.72,83.57,58.99,40.18,7910,24.54,0.9054,99.96,-99.92,3319,24.44,0.9183,94.37,-92.74,0.0129,-5.59,7.18,58.04,,,,
derivative_high_vol,M1,20.0,8.0,4.0,0.05,0.0,1.0,3.0,50,0.7,31.24,16826,25.1,0.6053,100.0,-100.0,4933,25.38,0.6564,100.0,-100.0,0.0511,0.0,0.0,70.68,30.96,81406,25.24,0.5812,100.0,-100.0,25058,24.47,0.5941,100.0,-100.0,0.0129,0.0,0.0,69.22,,,,
rsi_low_vol,M5,,,,,,1.5,3.0,50,0.2,36.77,1114,24.33,0.8564,86.25,-77.37,156,24.36,0.8213,40.21,-22.84,-0.0351,-46.04,54.53,86.0,36.46,5564,25.04,0.8804,99.82,-99.82,890,26.29,0.8931,69.48,-60.9,0.0127,-30.34,38.92,84.0,14.0,70.0,20.0,cross
rsi_low_vol,M15,,,,,,1.5,2.0,100,0.3,30.26,362,35.64,1.0375,29.47,5.55,37,27.03,0.6582,15.2,-9.71,-0.3793,-14.27,-15.26,89.78,30.47,1901,33.51,0.9347,80.5,-65.23,250,34.8,0.9473,31.74,-11.15,0.0126,-48.76,54.08,86.85,14.0,80.0,30.0,cross
derivative_high_vol,M15,20.0,4.0,2.0,0.1,0.0,1.5,4.0,100,0.8,19.25,1596,22.18,1.0793,44.36,100.43,285,21.05,1.0975,34.15,17.52,0.0182,-10.21,-82.91,82.14,18.66,7805,19.15,0.896,99.99,-99.98,1359,18.1,0.9085,76.1,-72.16,0.0125,-23.89,27.82,82.59,,,,
rsi_low_vol,M1,,,,,,1.5,4.0,100,0.3,40.4,2234,18.31,0.7987,99.44,-99.12,275,21.45,0.7991,59.21,-46.12,0.0004,-40.23,53.0,87.69,41.84,10544,19.57,0.8127,100.0,-100.0,1892,22.57,0.825,98.25,-97.87,0.0123,-1.75,2.13,82.06,21.0,70.0,20.0,cross
derivative_high_vol,M1,20.0,4.0,4.0,0.1,0.0,1.0,3.0,50,0.8,24.11,22683,25.41,0.6156,100.0,-100.0,5193,24.88,0.6435,100.0,-100.0,0.0279,0.0,0.0,77.11,24.03,109750,25.29,0.5827,100.0,-100.0,26853,24.38,0.595,100.0,-100.0,0.0123,0.0,0.0,75.53,,,,
derivative_high_vol,M1,20.0,4.0,4.0,0.05,0.0,1.5,2.0,50,0.8,24.11,22738,32.93,0.6602,100.0,-100.0,5226,32.3,0.683,100.0,-100.0,0.0228,0.0,0.0,77.02,24.03,110141,32.98,0.6353,100.0,-100.0,26782,32.08,0.6474,100.0,-100.0,0.0121,0.0,0.0,75.68,,,,
derivative_high_vol,M15,20.0,8.0,2.0,0.05,0.0,1.5,2.0,50,0.8,34.16,1128,35.2,0.9986,42.14,-11.84,388,38.4,1.1709,14.21,46.88,0.1723,-27.93,58.72,65.6,32.99,5581,32.86,0.8967,99.26,-99.05,1962,32.67,0.9087,80.5,-76.62,0.012,-18.76,22.43,64.85,,,,
derivative_high_vol,M1,20.0,4.0,4.0,0.1,0.0,1.0,3.0,50,0.7,31.24,22683,25.41,0.6156,100.0,-100.0,6746,25.21,0.6507,100.0,-100.0,0.0351,0.0,0.0,70.26,30.96,109750,25.29,0.5827,100.0,-100.0,34224,24.49,0.5947,100.0,-100.0,0.012,0.0,0.0,68.82,,,,
derivative_high_vol,M1,20.0,8.0,4.0,0.05,0.0,1.5,2.0,50,0.8,24.11,16826,32.98,0.6608,100.0,-100.0,3778,33.99,0.7368,99.98,-99.98,0.076,-0.02,0.02,77.55,24.03,81406,32.77,0.6282,100.0,-100.0,19625,31.86,0.6401,100.0,-100.0,0.0119,0.0,0.0,75.89,,,,
derivative_high_vol,M1,20.0,8.0,4.0,0.05,0.0,1.0,4.0,50,0.8,24.11,16826,20.05,0.6325,100.0,-100.0,3778,20.51,0.6979,100.0,-100.0,0.0654,0.0,0.0,77.55,24.03,81406,20.13,0.6089,100.0,-100.0,19625,19.38,0.6207,100.0,-100.0,0.0118,0.0,0.0,75.89,,,,
derivative_high_vol,M15,20.0,4.0,2.0,0.1,0.0,1.5,4.0,200,0.7,29.52,1596,22.18,1.0793,44.36,100.43,418,22.49,1.1721,38.05,60.6,0.0928,-6.31,-39.83,73.81,29.35,7805,19.15,0.896,99.99,-99.98,2164,18.35,0.9077,90.17,-87.29,0.0117,-9.82,12.69,72.27,,,,
derivative_high_vol,M15,20.0,4.0,4.0,0.1,0.0,1.5,2.0,50,0.8,34.16,1432,34.71,0.9774,58.79,-30.86,493,37.73,1.1379,19.1,47.64,0.1605,-39.69,78.5,65.57,32.99,7065,32.95,0.8992,99.78,-99.69,2476,32.75,0.9107,84.33,-83.46,0.0115,-15.45,16.23,64.95,,,,
derivative_high_vol,M1,20.0,4.0,2.0,0.1,0.0,1.0,3.0,50,0.7,31.24,25028,25.47,0.6176,100.0,-100.0,7459,25.08,0.6469,100.0,-100.0,0.0293,0.0,0.0,70.2,30.96,120458,25.29,0.5828,100.0,-100.0,37626,24.47,0.5943,100.0,-100.0,0.0115,0.0,0.0,68.76,,,,
derivative_high_vol,M15,20.0,4.0,2.0,0.05,0.0,1.5,2.0,100,0.8,19.25,1590,34.59,0.9728,58.9,-36.88,293,36.52,1.0928,16.65,15.98,0.12,-42.25,52.86,81.57,18.66,7910,32.62,0.8857,99.95,-99.93,1406,32.15,0.8971,70.13,-68.5,0.0114,-29.82,31.43,82.23,,,,
derivative_high_vol,M1,20.0,4.0,4.0,0.05,0.0,1.0,4.0,50,0.7,31.24,22738,20.18,0.6399,100.0,-100.0,6796,19.67,0.6599,100.0,-100.0,0.02,0.0,0.0,70.11,30.96,110141,20.21,0.6128,100.0,-100.0,34246,19.56,0.6242,100.0,-100.0,0.0114,0.0,0.0,68.91,,,,
derivative_high_vol,M1,20.0,8.0,2.0,0.05,0.0,1.5,2.0,50,0.8,24.11,17722,32.94,0.6601,100.0,-100.0,3972,33.79,0.7302,99.99,-99.99,0.0701,-0.01,0.01,77.59,24.03,85717,32.73,0.6275,100.0,-100.0,20709,31.8,0.6388,100.0,-100.0,0.0113,0.0,0.0,75.84,,,,
derivative_high_vol,M1,20.0,8.0,2.0,0.05,0.0,1.0,4.0,50,0.8,24.11,17722,20.07,0.6342,100.0,-100.0,3972,20.59,0.701,100.0,-100.0,0.0668,0.0,0.0,77.59,24.03,85717,20.14,0.6098,100.0,-100.0,20709,19.38,0.621,100.0,-100.0,0.0112,0.0,0.0,75.84,,,,
derivative_high_vol,M15,20.0,8.0,2.0,0.1,0.0,1.5,2.0,50,0.7,40.26,1117,35.18,0.999,39.94,-11.43,466,36.7,1.0878,22.05,24.79,0.0888,-17.89,36.22,58.28,40.18,5490,32.62,0.8871,99.51,-99.31,2345,32.45,0.8982,87.41,-85.29,0.0111,-12.1,14.02,57.29,,,,
derivative_high_vol,M1,20.0,4.0,2.0,0.05,0.0,1.5,2.0,50,0.8,24.11,25203,33.12,0.6661,100.0,-100.0,5817,32.25,0.6811,100.0,-100.0,0.015,0.0,0.0,76.92,24.03,121654,33.01,0.6361,100.0,-100.0,29546,32.07,0.647,100.0,-100.0,0.0109,0.0,0.0,75.71,,,,
derivative_high_vol,M1,20.0,8.0,2.0,0.05,0.0,1.5,2.0,50,0.7,31.24,17722,32.94,0.6601,100.0,-100.0,5196,33.39,0.7125,100.0,-100.0,0.0524,0.0,0.0,70.68,30.96,85717,32.73,0.6275,100.0,-100.0,26457,31.92,0.6384,100.0,-100.0,0.0109,0.0,0.0,69.13,,,,
rsi_low_vol,M1,,,,,,1.5,2.0,50,0.3,40.91,2234,34.29,0.7337,99.43,-99.38,194,43.3,0.9504,31.19,-8.99,0.2167,-68.24,90.39,91.32,42.16,10544,35.4,0.7463,100.0,-100.0,1538,38.62,0.7571,96.44,-96.25,0.0108,-3.56,3.75,85.41,21.0,70.0,20.0,cross
rsi_low_vol,M5,,,,,,1.5,2.0,50,0.2,36.77,1915,32.9,0.8533,91.44,-89.49,257,36.96,0.9742,28.88,-7.1,0.1209,-62.56,82.39,86.58,36.46,9660,33.35,0.8587,100.0,-100.0,1614,34.63,0.8694,83.12,-82.26,0.0107,-16.88,17.74,83.29,14.0,70.0,30.0,cross
derivative_high_vol,M1,20.0,8.0,2.0,0.1,0.0,1.0,3.0,50,0.7,31.24,17677,25.11,0.6054,100.0,-100.0,5186,25.38,0.6538,100.0,-100.0,0.0484,0.0,0.0,70.66,30.96,85523,25.17,0.5789,100.0,-100.0,26457,24.31,0.5893,100.0,-100.0,0.0104,0.0,0.0,69.06,,,,
derivative_high_vol,M1,20.0,8.0,2.0,0.1,0.0,1.0,4.0,50,0.8,24.11,17677,20.07,0.6334,100.0,-100.0,3999,21.21,0.7278,100.0,-100.0,0.0944,0.0,0.0,77.38,24.03,85523,20.14,0.6092,100.0,-100.0,20693,19.35,0.6195,100.0,-100.0,0.0103,0.0,0.0,75.8,,,,
derivative_high_vol,M1,20.0,8.0,4.0,0.05,0.0,1.5,2.0,50,0.7,31.24,16826,32.98,0.6608,100.0,-100.0,4933,33.49,0.7162,100.0,-100.0,0.0554,0.0,0.0,70.68,30.96,81406,32.77,0.6282,100.0,-100.0,25058,31.93,0.6384,100.0,-100.0,0.0102,0.0,0.0,69.22,,,,
rsi_low_vol,M5,,,,,,1.5,2.0,50,0.3,42.97,391,31.2,0.8036,53.76,-45.58,21,42.86,1.2991,3.47,3.75,0.4955,-50.29,49.33,94.63,42.75,2117,32.69,0.8527,92.28,-91.72,230,33.91,0.8628,30.44,-22.67,0.0101,-61.84,69.05,89.14,21.0,80.0,30.0,cross
