strategy_family,tf,smooth_period,d1_period,d2_period,d1_threshold,d2_threshold,sl_atr_mult,rr,vol_lookback,vol_threshold,train_gate_coverage_pct,train_base_trades,train_base_win_rate,train_base_profit_factor,train_base_max_drawdown_pct,train_base_pnl_pct,train_gated_trades,train_gated_win_rate,train_gated_profit_factor,train_gated_max_drawdown_pct,train_gated_pnl_pct,train_delta_profit_factor,train_delta_drawdown_pct,train_delta_pnl_pct,train_trade_reduction_pct,oos_gate_coverage_pct,oos_base_trades,oos_base_win_rate,oos_base_profit_factor,oos_base_max_drawdown_pct,oos_base_pnl_pct,oos_gated_trades,oos_gated_win_rate,oos_gated_profit_factor,oos_gated_max_drawdown_pct,oos_gated_pnl_pct,oos_delta_profit_factor,oos_delta_drawdown_pct,oos_delta_pnl_pct,oos_trade_reduction_pct
derivative_high_vol,M5,20,8,4,0.1,0.0,1.0,4.0,200,0.8,30.54,3353,19.45,0.795,99.94,-99.92,972,19.96,0.8889,74.61,-67.95,0.0939,-25.33,31.97,71.01,28.57,16280,19.21,0.7717,100.0,-100.0,4491,19.62,0.8621,99.85,-99.83,0.0904,-0.15,0.17,72.41
derivative_high_vol,M5,20,4,4,0.1,0.0,1.0,3.0,100,0.7,36.17,4559,23.86,0.7631,100.0,-100.0,1543,24.5,0.8452,91.32,-89.22,0.0821,-8.68,10.78,66.15,35.6,22101,24.32,0.7693,100.0,-100.0,7732,25.12,0.8595,100.0,-100.0,0.0902,0.0,0.0,65.02
derivative_high_vol,M5,20,4,4,0.05,0.0,1.5,2.0,200,0.7,38.83,4603,31.59,0.7867,99.97,-99.96,1704,33.63,0.9183,81.19,-68.51,0.1316,-18.78,31.45,62.98,38.53,22202,31.93,0.7887,100.0,-100.0,8318,32.89,0.8788,99.97,-99.97,0.0901,-0.03,0.03,62.53
derivative_high_vol,M5,20,8,4,0.05,0.0,1.0,2.0,200,0.7,38.83,3366,32.47,0.7581,99.89,-99.88,1277,32.58,0.8332,82.89,-81.86,0.0751,-17.0,18.02,62.06,38.53,16310,32.72,0.7521,100.0,-100.0,6093,33.14,0.8422,99.96,-99.96,0.0901,-0.04,0.04,62.64
derivative_high_vol,M5,20,8,4,0.1,0.0,1.0,2.0,100,0.7,36.17,3353,32.69,0.7655,99.85,-99.85,1159,35.2,0.9254,54.97,-52.33,0.1599,-44.88,47.52,65.43,35.6,16280,32.6,0.7481,100.0,-100.0,5688,33.37,0.8378,99.95,-99.94,0.0897,-0.05,0.06,65.06
derivative_high_vol,M5,20,4,4,0.05,0.0,1.5,2.0,100,0.8,29.19,4603,31.59,0.7867,99.97,-99.96,1257,33.02,0.888,69.38,-67.87,0.1013,-30.59,32.09,72.69,28.11,22202,31.93,0.7887,100.0,-100.0,6045,33.07,0.8782,99.75,-99.73,0.0895,-0.25,0.27,72.77
derivative_high_vol,M5,20,4,4,0.05,0.0,1.0,4.0,100,0.7,36.17,4603,19.07,0.7762,100.0,-100.0,1558,20.15,0.886,87.01,-84.73,0.1098,-12.99,15.27,66.15,35.6,22202,19.14,0.7682,100.0,-100.0,7745,19.88,0.8575,100.0,-100.0,0.0893,0.0,0.0,65.12
derivative_high_vol,M5,20,8,2,0.05,0.0,1.0,2.0,200,0.8,30.54,3529,32.42,0.7562,99.93,-99.92,1030,32.91,0.8535,73.66,-70.17,0.0973,-26.27,29.75,70.81,28.57,17192,32.86,0.7567,100.0,-100.0,4733,33.04,0.8457,99.73,-99.72,0.089,-0.27,0.28,72.47
derivative_high_vol,M5,20,8,4,0.05,0.0,1.0,4.0,200,0.8,30.54,3366,19.19,0.7822,99.97,-99.95,989,19.01,0.837,84.61,-80.15,0.0548,-15.36,19.8,70.62,28.57,16310,19.33,0.7775,100.0,-100.0,4497,19.68,0.8653,99.82,-99.81,0.0878,-0.18,0.19,72.43
derivative_high_vol,M5,20,4,4,0.1,0.0,1.0,3.0,100,0.8,29.19,4559,23.86,0.7631,100.0,-100.0,1271,24.55,0.85,85.42,-83.15,0.0869,-14.58,16.85,72.12,28.11,22101,24.32,0.7693,100.0,-100.0,6051,25.0,0.857,99.97,-99.97,0.0877,-0.03,0.03,72.62
derivative_high_vol,M5,20,8,4,0.05,0.0,1.0,2.0,50,0.8,28.57,3366,32.47,0.7581,99.89,-99.88,961,32.15,0.7903,81.76,-80.5,0.0322,-18.13,19.38,71.45,28.48,16310,32.72,0.7521,100.0,-100.0,4688,33.87,0.8394,99.82,-99.78,0.0873,-0.18,0.22,71.26
derivative_high_vol,M5,20,4,2,0.05,0.0,1.5,3.0,100,0.8,29.19,5075,23.96,0.8209,99.98,-99.98,1393,25.13,0.9168,74.24,-67.96,0.0959,-25.74,32.02,72.55,28.11,24560,23.95,0.8129,100.0,-100.0,6695,24.87,0.9001,99.86,-99.83,0.0872,-0.14,0.17,72.74
derivative_high_vol,M5,20,8,2,0.1,0.0,1.0,2.0,100,0.7,36.17,3525,32.62,0.7632,99.9,-99.9,1209,35.4,0.9336,53.12,-50.36,0.1704,-46.78,49.54,65.7,35.6,17153,32.7,0.7514,100.0,-100.0,5974,33.39,0.8386,99.96,-99.96,0.0872,-0.04,0.04,65.17
derivative_high_vol,M5,20,8,4,0.1,0.0,1.0,2.0,50,0.8,28.57,3353,32.69,0.7655,99.85,-99.85,944,33.9,0.8557,68.84,-67.05,0.0902,-31.01,32.8,71.85,28.48,16280,32.6,0.7481,100.0,-100.0,4702,33.75,0.8353,99.84,-99.82,0.0872,-0.16,0.18,71.12
derivative_high_vol,M5,20,4,2,0.05,0.0,1.5,4.0,100,0.8,29.19,5075,18.94,0.8241,99.99,-99.99,1393,19.81,0.9222,80.03,-69.86,0.0981,-19.96,30.13,72.55,28.11,24560,18.89,0.8146,100.0,-100.0,6695,19.6,0.9017,99.94,-99.91,0.0871,-0.06,0.09,72.74
derivative_high_vol,M5,20,8,2,0.05,0.0,1.5,2.0,200,0.8,30.54,3529,32.7,0.8277,99.31,-99.25,1030,34.27,0.9498,48.84,-37.22,0.1221,-50.47,62.03,70.81,28.57,17192,32.31,0.8026,100.0,-100.0,4733,33.04,0.8897,98.58,-98.52,0.0871,-1.42,1.48,72.47
derivative_high_vol,M5,20,4,4,0.05,0.0,1.0,4.0,50,0.7,34.8,4603,19.07,0.7762,100.0,-100.0,1525,19.34,0.8241,94.14,-93.51,0.0479,-5.86,6.49,66.87,34.52,22202,19.14,0.7682,100.0,-100.0,7632,20.17,0.8549,100.0,-100.0,0.0867,0.0,0.0,65.62
derivative_high_vol,M5,20,4,4,0.05,0.0,1.0,2.0,100,0.8,29.19,4603,31.59,0.7279,100.0,-100.0,1257,32.38,0.8198,84.59,-83.8,0.0919,-15.41,16.2,72.69,28.11,22202,32.09,0.7308,100.0,-100.0,6045,32.75,0.8175,99.99,-99.99,0.0867,-0.01,0.01,72.77
derivative_high_vol,M5,20,8,2,0.1,0.0,1.0,3.0,200,0.7,38.83,3525,24.88,0.8062,99.86,-99.85,1328,26.36,0.9419,58.83,-56.4,0.1357,-41.03,43.45,62.33,38.53,17153,24.21,0.7652,100.0,-100.0,6399,24.68,0.8517,99.99,-99.99,0.0865,-0.01,0.01,62.69
derivative_high_vol,M5,20,4,2,0.1,0.0,1.0,2.0,100,0.7,36.17,5000,32.5,0.7589,100.0,-100.0,1705,33.14,0.8434,89.61,-88.37,0.0845,-10.39,11.63,65.9,35.6,24252,32.54,0.7457,100.0,-100.0,8481,33.24,0.832,100.0,-100.0,0.0863,0.0,0.0,65.03
derivative_high_vol,M5,20,8,4,0.1,0.0,1.0,2.0,200,0.8,30.54,3353,32.69,0.7655,99.85,-99.85,972,33.74,0.8856,60.25,-59.52,0.1201,-39.6,40.33,71.01,28.57,16280,32.6,0.7481,100.0,-100.0,4491,32.73,0.8342,99.77,-99.75,0.0861,-0.23,0.25,72.41
